conf,pid,cpu,mem,time
mpeg41200640x480,94,248,2.2
mpeg41200640x480,94,286,2.3
mpeg41200640x480,94,301,2.3
mpeg41200640x480,94,306,2.3
mpeg41200640x480,94,311,2.3
mpeg41200640x480,94,306,2.3
mpeg41200640x480,94,310,2.3
mpeg41200640x480,94,315,2.3
mpeg41200640x480,94,320,2.3
mpeg41200640x480,105,386,2.2
mpeg41200640x480,105,330,2.2
mpeg41200640x480,105,324,2.3
mpeg41200640x480,105,324,2.3
mpeg41200640x480,105,323,2.3
mpeg41200640x480,105,317,2.3
mpeg41200640x480,105,319,2.2
mpeg41200640x480,105,323,2.3
mpeg41200640x480,105,325,2.4
mpeg41200640x480,115,246,2.3
mpeg41200640x480,115,278,2.3
mpeg41200640x480,115,292,2.3
mpeg41200640x480,115,304,2.3
mpeg41200640x480,115,307,2.3
mpeg41200640x480,115,304,2.3
mpeg41200640x480,115,310,2.3
mpeg41200640x480,115,314,2.3
mpeg41200640x480,125,0.0,0.8
mpeg41200640x480,125,316,2.2
mpeg41200640x480,125,311,2.3
mpeg41200640x480,125,315,2.3
mpeg41200640x480,125,322,2.3
mpeg41200640x480,125,315,2.3
mpeg41200640x480,125,315,2.3
mpeg41200640x480,125,318,2.3
mpeg41200640x480,125,322,2.3
mpeg41200640x480,136,0.0,2.1
mpeg41200640x480,136,378,2.2
mpeg41200640x480,136,341,2.3
mpeg41200640x480,136,333,2.3
mpeg41200640x480,136,334,2.3
mpeg41200640x480,136,322,2.3
mpeg41200640x480,136,325,2.3
mpeg41200640x480,136,327,2.3
mpeg41200640x480,136,311,2.3
mpeg41200640x480,146,263,2.2
mpeg41200640x480,146,295,2.3
mpeg41200640x480,146,306,2.3
mpeg41200640x480,146,310,2.3
mpeg41200640x480,146,314,2.3
mpeg41200640x480,146,309,2.2
mpeg41200640x480,146,313,2.2
mpeg41200640x480,146,316,2.3
mpeg41200640x480,146,320,2.3
mpeg41200640x480,156,338,2.2
mpeg41200640x480,156,315,2.3
mpeg41200640x480,156,317,2.3
mpeg41200640x480,156,321,2.3
mpeg41200640x480,156,321,2.3
mpeg41200640x480,156,314,2.3
mpeg41200640x480,156,316,2.3
mpeg41200640x480,156,320,2.3
mpeg41200640x480,156,323,2.3
mpeg41200640x480,165,221,2.3
mpeg41200640x480,165,262,2.3
mpeg41200640x480,165,278,2.3
mpeg41200640x480,165,292,2.3
